platform	target	subtarget	device	name	soc	edition	channel	max_feature
mtk	mediatek	filogic	smartrg_sdg-8733	Adtran SDG-8733	mt7988	open	lts	standard-usb
mtk	mediatek	filogic	smartrg_sdg-8733a	Adtran SDG-8733A	mt7988	open	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8733a	Adtran SDG-8733A	mt7988	open	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8734	Adtran SDG-8734	mt7988	open	edge	standard-usb
mtk	mediatek	filogic	smartrg_sdg-8734	Adtran SDG-8734	mt7988	open	lts	standard-usb
mtk	mediatek	filogic	snr_snr-cpe-ax2	SNR SNR-CPE-AX2	mt7981	open	edge	standard
mtk	mediatek	filogic	snr_snr-cpe-ax2	SNR SNR-CPE-AX2	mt7981	open	lts	standard
mtk	mediatek	filogic	snr_snr-cpe-ax2	SNR SNR-CPE-AX2	mt7981	pro	edge	standard
mtk	mediatek	filogic	snr_snr-cpe-ax2	SNR SNR-CPE-AX2	mt7981	pro	lts	standard
mtk	mediatek	filogic	teltonika_rutc50	Teltonika RUTC50	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	teltonika_rutc50	Teltonika RUTC50	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	teltonika_rutc50	Teltonika RUTC50	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	teltonika_rutc50	Teltonika RUTC50	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	tenbay_wr3000k	Tenbay WR3000K	mt7981	open	edge	core
mtk	mediatek	filogic	tenbay_wr3000k	Tenbay WR3000K	mt7981	open	lts	core
mtk	mediatek	filogic	tenbay_wr3000k	Tenbay WR3000K	mt7981	pro	edge	core
mtk	mediatek	filogic	tenbay_wr3000k	Tenbay WR3000K	mt7981	pro	lts	core
mtk	mediatek	filogic	tenda_be12-pro	Tenda BE12 Pro	mt7987	open	edge	standard
mtk	mediatek	filogic	totolink_x6000r	TOTOLINK X6000R	mt7981	open	edge	core
mtk	mediatek	filogic	totolink_x6000r	TOTOLINK X6000R	mt7981	open	lts	core
mtk	mediatek	filogic	totolink_x6000r	TOTOLINK X6000R	mt7981	pro	edge	core
mtk	mediatek	filogic	totolink_x6000r	TOTOLINK X6000R	mt7981	pro	lts	core
mtk	mediatek	filogic	tplink_archer-ax80-v1	TP-Link Archer AX80 v1	mt7986	open	edge	core
mtk	mediatek	filogic	tplink_archer-ax80-v1	TP-Link Archer AX80 v1	mt7986	open	lts	core
mtk	mediatek	filogic	tplink_archer-ax80-v1	TP-Link Archer AX80 v1	mt7986	pro	edge	core
mtk	mediatek	filogic	tplink_archer-ax80-v1	TP-Link Archer AX80 v1	mt7986	pro	lts	core
mtk	mediatek	filogic	tplink_archer-ax80-v1-eu	TP-Link Archer AX80 v1 (EU)	mt7986	open	edge	core
mtk	mediatek	filogic	tplink_archer-ax80-v1-eu	TP-Link Archer AX80 v1 (EU)	mt7986	open	lts	core
mtk	mediatek	filogic	tplink_archer-ax80-v1-eu	TP-Link Archer AX80 v1 (EU)	mt7986	pro	edge	core
mtk	mediatek	filogic	tplink_archer-ax80-v1-eu	TP-Link Archer AX80 v1 (EU)	mt7986	pro	lts	core
mtk	mediatek	filogic	tplink_be450	TP-Link BE450	mt7988	open	edge	core
mtk	mediatek	filogic	tplink_be450	TP-Link BE450	mt7988	open	lts	core
mtk	mediatek	filogic	tplink_eap683-lr	TP-Link EAP683-LR	mt7986	open	edge	core
mtk	mediatek	filogic	tplink_eap683-lr	TP-Link EAP683-LR	mt7986	open	lts	core
mtk	mediatek	filogic	tplink_eap683-lr	TP-Link EAP683-LR	mt7986	pro	edge	core
mtk	mediatek	filogic	tplink_eap683-lr	TP-Link EAP683-LR	mt7986	pro	lts	core
mtk	mediatek	filogic	tplink_f65-v1	TP-Link F65 v1	mt7981	open	edge	standard
mtk	mediatek	filogic	tplink_f65-v1	TP-Link F65 v1	mt7981	open	lts	standard
mtk	mediatek	filogic	tplink_f65-v1	TP-Link F65 v1	mt7981	pro	edge	standard
mtk	mediatek	filogic	tplink_f65-v1	TP-Link F65 v1	mt7981	pro	lts	standard
mtk	mediatek	filogic	tplink_fr365-v1	TP-Link FR365 v1	mt7981	open	edge	core
mtk	mediatek	filogic	tplink_fr365-v1	TP-Link FR365 v1	mt7981	open	lts	core
mtk	mediatek	filogic	tplink_fr365-v1	TP-Link FR365 v1	mt7981	pro	edge	core
mtk	mediatek	filogic	tplink_fr365-v1	TP-Link FR365 v1	mt7981	pro	lts	core
mtk	mediatek	filogic	tplink_re6000xd	TP-Link RE6000XD	mt7986	open	edge	core
mtk	mediatek	filogic	tplink_re6000xd	TP-Link RE6000XD	mt7986	open	lts	core
mtk	mediatek	filogic	tplink_re6000xd	TP-Link RE6000XD	mt7986	pro	edge	core
mtk	mediatek	filogic	tplink_re6000xd	TP-Link RE6000XD	mt7986	pro	lts	core
mtk	mediatek	filogic	tplink_tl-7dr7230-v1	TP-Link TL-7DR7230 v1	mt7988	open	edge	standard
mtk	mediatek	filogic	tplink_tl-7dr7230-v1	TP-Link TL-7DR7230 v1	mt7988	open	lts	standard
mtk	mediatek	filogic	tplink_tl-7dr7230-v2	TP-Link TL-7DR7230 v2	mt7988	open	edge	standard
mtk	mediatek	filogic	tplink_tl-7dr7230-v2	TP-Link TL-7DR7230 v2	mt7988	open	lts	standard
mtk	mediatek	filogic	tplink_tl-7dr7250-v1	TP-Link TL-7DR7250 v1	mt7988	open	edge	standard
mtk	mediatek	filogic	tplink_tl-7dr7250-v1	TP-Link TL-7DR7250 v1	mt7988	open	lts	standard
mtk	mediatek	filogic	tplink_tl-xdr4288	TP-Link TL-XDR4288	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr4288	TP-Link TL-XDR4288	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr4288	TP-Link TL-XDR4288	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr4288	TP-Link TL-XDR4288	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6086	TP-Link TL-XDR6086	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6086	TP-Link TL-XDR6086	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6086	TP-Link TL-XDR6086	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6086	TP-Link TL-XDR6086	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6088	TP-Link TL-XDR6088	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6088	TP-Link TL-XDR6088	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6088	TP-Link TL-XDR6088	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xdr6088	TP-Link TL-XDR6088	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xtr8488	TP-Link TL-XTR8488	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xtr8488	TP-Link TL-XTR8488	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	tplink_tl-xtr8488	TP-Link TL-XTR8488	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	tplink_tl-xtr8488	TP-Link TL-XTR8488	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	ubnt_unifi-6-plus	Ubiquiti UniFi U6+	mt7981	open	edge	standard
mtk	mediatek	filogic	ubnt_unifi-6-plus	Ubiquiti UniFi U6+	mt7981	open	lts	standard
mtk	mediatek	filogic	ubnt_unifi-6-plus	Ubiquiti UniFi U6+	mt7981	pro	edge	standard
mtk	mediatek	filogic	ubnt_unifi-6-plus	Ubiquiti UniFi U6+	mt7981	pro	lts	standard
mtk	mediatek	filogic	unielec_u7981-01-emmc	Unielec U7981-01	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-emmc	Unielec U7981-01	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-emmc	Unielec U7981-01	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-emmc	Unielec U7981-01	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-nand	Unielec U7981-01	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-nand	Unielec U7981-01	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-nand	Unielec U7981-01	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	unielec_u7981-01-nand	Unielec U7981-01	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn536ax6-a	WAVLINK WL-WN536AX6 Rev a	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn536ax6-a	WAVLINK WL-WN536AX6 Rev a	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn536ax6-a	WAVLINK WL-WN536AX6 Rev a	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn536ax6-a	WAVLINK WL-WN536AX6 Rev a	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn551x3	WAVLINK WL-WN551X3	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn551x3	WAVLINK WL-WN551X3	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn551x3	WAVLINK WL-WN551X3	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn551x3	WAVLINK WL-WN551X3	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	wavlink_wl-wn573hx3	WAVLINK WL-WN573HX3	mt7981	open	edge	core
mtk	mediatek	filogic	wavlink_wl-wn573hx3	WAVLINK WL-WN573HX3	mt7981	open	lts	core
mtk	mediatek	filogic	wavlink_wl-wn573hx3	WAVLINK WL-WN573HX3	mt7981	pro	edge	core
mtk	mediatek	filogic	wavlink_wl-wn573hx3	WAVLINK WL-WN573HX3	mt7981	pro	lts	core
mtk	mediatek	filogic	wavlink_wl-wn586x3	WAVLINK WL-WN586X3	mt7981	open	edge	core
mtk	mediatek	filogic	wavlink_wl-wn586x3	WAVLINK WL-WN586X3	mt7981	open	lts	core
mtk	mediatek	filogic	wavlink_wl-wn586x3	WAVLINK WL-WN586X3	mt7981	pro	edge	core
mtk	mediatek	filogic	wavlink_wl-wn586x3	WAVLINK WL-WN586X3	mt7981	pro	lts	core
mtk	mediatek	filogic	wavlink_wl-wn586x3b	WAVLINK WL-WN586X3B	mt7981	open	edge	standard
mtk	mediatek	filogic	wavlink_wl-wn586x3b	WAVLINK WL-WN586X3B	mt7981	open	lts	standard
mtk	mediatek	filogic	wavlink_wl-wn586x3b	WAVLINK WL-WN586X3B	mt7981	pro	edge	standard
mtk	mediatek	filogic	wavlink_wl-wn586x3b	WAVLINK WL-WN586X3B	mt7981	pro	lts	standard
mtk	mediatek	filogic	wavlink_wl-wnt100x3	WAVLINK WL-WNT100X3	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	wavlink_wl-wnt100x3-ubootmod	WAVLINK WL-WNT100X3	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	widelantech_wap430x	Widelantech WAP430X	mt7981	open	edge	core
mtk	mediatek	filogic	widelantech_wap430x	Widelantech WAP430X	mt7981	open	lts	core
mtk	mediatek	filogic	widelantech_wap430x	Widelantech WAP430X	mt7981	pro	edge	core
mtk	mediatek	filogic	widelantech_wap430x	Widelantech WAP430X	mt7981	pro	lts	core
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t	Xiaomi Mi Router AX3000T	mt7981	open	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t	Xiaomi Mi Router AX3000T	mt7981	open	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t	Xiaomi Mi Router AX3000T	mt7981	pro	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t	Xiaomi Mi Router AX3000T	mt7981	pro	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t-ubootmod	Xiaomi Mi Router AX3000T	mt7981	open	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t-ubootmod	Xiaomi Mi Router AX3000T	mt7981	open	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t-ubootmod	Xiaomi Mi Router AX3000T	mt7981	pro	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-ax3000t-ubootmod	Xiaomi Mi Router AX3000T	mt7981	pro	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-stock	Xiaomi Mi Router WR30U	mt7981	open	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-stock	Xiaomi Mi Router WR30U	mt7981	open	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-stock	Xiaomi Mi Router WR30U	mt7981	pro	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-stock	Xiaomi Mi Router WR30U	mt7981	pro	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-ubootmod	Xiaomi Mi Router WR30U	mt7981	open	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-ubootmod	Xiaomi Mi Router WR30U	mt7981	open	lts	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-ubootmod	Xiaomi Mi Router WR30U	mt7981	pro	edge	standard
mtk	mediatek	filogic	xiaomi_mi-router-wr30u-ubootmod	Xiaomi Mi Router WR30U	mt7981	pro	lts	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-stock	Xiaomi Redmi Router AX6000	mt7986	open	edge	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-stock	Xiaomi Redmi Router AX6000	mt7986	open	lts	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-stock	Xiaomi Redmi Router AX6000	mt7986	pro	edge	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-stock	Xiaomi Redmi Router AX6000	mt7986	pro	lts	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-ubootmod	Xiaomi Redmi Router AX6000	mt7986	open	edge	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-ubootmod	Xiaomi Redmi Router AX6000	mt7986	open	lts	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-ubootmod	Xiaomi Redmi Router AX6000	mt7986	pro	edge	standard
mtk	mediatek	filogic	xiaomi_redmi-router-ax6000-ubootmod	Xiaomi Redmi Router AX6000	mt7986	pro	lts	standard
mtk	mediatek	filogic	yuncore_ax835	YunCore AX835	mt7981	open	edge	core
mtk	mediatek	filogic	yuncore_ax835	YunCore AX835	mt7981	open	lts	core
mtk	mediatek	filogic	yuncore_ax835	YunCore AX835	mt7981	pro	edge	core
mtk	mediatek	filogic	yuncore_ax835	YunCore AX835	mt7981	pro	lts	core
mtk	mediatek	filogic	zbtlink_zbt-z8102ax	Zbtlink ZBT-Z8102AX	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax	Zbtlink ZBT-Z8102AX	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax	Zbtlink ZBT-Z8102AX	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax	Zbtlink ZBT-Z8102AX	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax-v2	Zbtlink ZBT-Z8102AX-V2	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax-v2	Zbtlink ZBT-Z8102AX-V2	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax-v2	Zbtlink ZBT-Z8102AX-V2	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8102ax-v2	Zbtlink ZBT-Z8102AX-V2	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8103ax	Zbtlink ZBT-Z8103AX	mt7981	open	edge	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax	Zbtlink ZBT-Z8103AX	mt7981	open	lts	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax	Zbtlink ZBT-Z8103AX	mt7981	pro	edge	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax	Zbtlink ZBT-Z8103AX	mt7981	pro	lts	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax-c	Zbtlink ZBT-Z8103AX-C	mt7981	open	edge	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax-c	Zbtlink ZBT-Z8103AX-C	mt7981	open	lts	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax-c	Zbtlink ZBT-Z8103AX-C	mt7981	pro	edge	standard
mtk	mediatek	filogic	zbtlink_zbt-z8103ax-c	Zbtlink ZBT-Z8103AX-C	mt7981	pro	lts	standard
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-s	Zbtlink ZBT-Z8106AX-S	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-s	Zbtlink ZBT-Z8106AX-S	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-s	Zbtlink ZBT-Z8106AX-S	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-s	Zbtlink ZBT-Z8106AX-S	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-t	Zbtlink ZBT-Z8106AX-T	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-t	Zbtlink ZBT-Z8106AX-T	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-t	Zbtlink ZBT-Z8106AX-T	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8106ax-t	Zbtlink ZBT-Z8106AX-T	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	zbtlink_zbt-z8803be	Zbtlink ZBT-Z8803BE	mt7988	open	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-stock	Zyxel EX5601-T0	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-stock	Zyxel EX5601-T0	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-stock	Zyxel EX5601-T0	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-stock	Zyxel EX5601-T0	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-ubootmod	Zyxel EX5601-T0	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-ubootmod	Zyxel EX5601-T0	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-ubootmod	Zyxel EX5601-T0	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5601-t0-ubootmod	Zyxel EX5601-T0	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	zyxel_ex5700-telenor	Zyxel EX5700 (Telenor)	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5700-telenor	Zyxel EX5700 (Telenor)	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	zyxel_ex5700-telenor	Zyxel EX5700 (Telenor)	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	zyxel_ex5700-telenor	Zyxel EX5700 (Telenor)	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	zyxel_nwa50ax-pro	Zyxel NWA50AX Pro	mt7981	open	edge	core
mtk	mediatek	filogic	zyxel_nwa50ax-pro	Zyxel NWA50AX Pro	mt7981	open	lts	core
mtk	mediatek	filogic	zyxel_nwa50ax-pro	Zyxel NWA50AX Pro	mt7981	pro	edge	core
mtk	mediatek	filogic	zyxel_nwa50ax-pro	Zyxel NWA50AX Pro	mt7981	pro	lts	core
mtk	mediatek	filogic	zyxel_wx5600-t0-ubootmod	Zyxel WX5600-T0	mt7986	open	edge	standard
mtk	mediatek	filogic	zyxel_wx5600-t0-ubootmod	Zyxel WX5600-T0	mt7986	open	lts	standard
mtk	mediatek	filogic	zyxel_wx5600-t0-ubootmod	Zyxel WX5600-T0	mt7986	pro	edge	standard
mtk	mediatek	filogic	zyxel_wx5600-t0-ubootmod	Zyxel WX5600-T0	mt7986	pro	lts	standard
mtk	mediatek	mt7622	asiarf_ap7622-wh1	AsiaRF AP7622-WH1	mt7622	open	edge	core
mtk	mediatek	mt7622	asiarf_ap7622-wh1	AsiaRF AP7622-WH1	mt7622	open	lts	core
mtk	mediatek	mt7622	bananapi_bpi-r64	Bananapi BPi-R64	mt7622	open	edge	core
mtk	mediatek	mt7622	bananapi_bpi-r64	Bananapi BPi-R64	mt7622	open	lts	core
mtk	mediatek	mt7622	buffalo_wsr-2533dhp2	Buffalo WSR-2533DHP2	mt7622	open	edge	core
mtk	mediatek	mt7622	buffalo_wsr-2533dhp2	Buffalo WSR-2533DHP2	mt7622	open	lts	core
mtk	mediatek	mt7622	buffalo_wsr-2533dhp3	Buffalo WSR-2533DHP3	mt7622	open	edge	core
mtk	mediatek	mt7622	buffalo_wsr-3200ax4s	Buffalo WSR-3200AX4S	mt7622	open	edge	core
mtk	mediatek	mt7622	buffalo_wsr-3200ax4s	Buffalo WSR-3200AX4S	mt7622	open	lts	core
mtk	mediatek	mt7622	dlink_eagle-pro-ai-m32-a1	D-Link EAGLE PRO AI M32 A1	mt7622	open	edge	core
mtk	mediatek	mt7622	dlink_eagle-pro-ai-m32-a1	D-Link EAGLE PRO AI M32 A1	mt7622	open	lts	core
mtk	mediatek	mt7622	dlink_eagle-pro-ai-r32-a1	D-Link EAGLE PRO AI R32 A1	mt7622	open	edge	core
mtk	mediatek	mt7622	dlink_eagle-pro-ai-r32-a1	D-Link EAGLE PRO AI R32 A1	mt7622	open	lts	core
mtk	mediatek	mt7622	elecom_wrc-2533gent	Elecom WRC-2533GENT	mt7622	open	edge	core
mtk	mediatek	mt7622	elecom_wrc-2533gent	Elecom WRC-2533GENT	mt7622	open	lts	core
mtk	mediatek	mt7622	elecom_wrc-g01	ELECOM WRC-G01	mt7622	open	edge	core
mtk	mediatek	mt7622	elecom_wrc-x3200gst3	ELECOM WRC-X3200GST3	mt7622	open	edge	core
mtk	mediatek	mt7622	elecom_wrc-x3200gst3	ELECOM WRC-X3200GST3	mt7622	open	lts	core
mtk	mediatek	mt7622	linksys_e8450	Linksys E8450	mt7622	open	edge	core
mtk	mediatek	mt7622	linksys_e8450	Linksys E8450	mt7622	open	lts	core
mtk	mediatek	mt7622	linksys_e8450-ubi	Linksys E8450 UBI	mt7622	open	edge	core
mtk	mediatek	mt7622	linksys_e8450-ubi	Linksys E8450 UBI	mt7622	open	lts	core
mtk	mediatek	mt7622	mediatek_mt7622-rfb1	MediaTek MTK7622 rfb1 AP	mt7622	open	edge	core
mtk	mediatek	mt7622	mediatek_mt7622-rfb1	MediaTek MTK7622 rfb1 AP	mt7622	open	lts	core
mtk	mediatek	mt7622	mediatek_mt7622-rfb1-ubi	MediaTek MTK7622 rfb1 AP (UBI)	mt7622	open	edge	core
mtk	mediatek	mt7622	mediatek_mt7622-rfb1-ubi	MediaTek MTK7622 rfb1 AP (UBI)	mt7622	open	lts	core
mtk	mediatek	mt7622	netgear_wax206	NETGEAR WAX206	mt7622	open	edge	core
mtk	mediatek	mt7622	netgear_wax206	NETGEAR WAX206	mt7622	open	lts	core
mtk	mediatek	mt7622	reyee_ax3200-e5	reyee AX3200 E5	mt7622	open	edge	core
mtk	mediatek	mt7622	reyee_ax3200-e5	reyee AX3200 E5	mt7622	open	lts	core
mtk	mediatek	mt7622	ruijie_rg-ew3200gx-pro	Ruijie RG-EW3200GX PRO	mt7622	open	edge	core
mtk	mediatek	mt7622	ruijie_rg-ew3200gx-pro	Ruijie RG-EW3200GX PRO	mt7622	open	lts	core
mtk	mediatek	mt7622	smartrg_sdg-841-t6	Adtran SDG-841-t6	mt7622	open	edge	core
mtk	mediatek	mt7622	smartrg_sdg-841-t6	Adtran SDG-841-t6	mt7622	open	lts	core
mtk	mediatek	mt7622	totolink_a8000ru	TOTOLINK A8000RU	mt7622	open	edge	core
mtk	mediatek	mt7622	totolink_a8000ru	TOTOLINK A8000RU	mt7622	open	lts	core
mtk	mediatek	mt7622	tplink_tl-xdr3230-v1	TP-Link TL-XDR3230 v1	mt7622	open	edge	core
mtk	mediatek	mt7622	tplink_tl-xdr3230-v1	TP-Link TL-XDR3230 v1	mt7622	open	lts	core
mtk	mediatek	mt7622	tplink_tl-xdr3250-v1	TP-Link TL-XDR3250 v1	mt7622	open	edge	core
mtk	mediatek	mt7622	tplink_tl-xdr3250-v1	TP-Link TL-XDR3250 v1	mt7622	open	lts	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v1	Ubiquiti UniFi U6 Long-Range v1	mt7622	open	edge	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v1	Ubiquiti UniFi U6 Long-Range v1	mt7622	open	lts	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v1-ubootmod	Ubiquiti UniFi U6 Long-Range v1 U-Boot mod	mt7622	open	edge	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v1-ubootmod	Ubiquiti UniFi U6 Long-Range v1 U-Boot mod	mt7622	open	lts	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v2	Ubiquiti UniFi U6 Long-Range v2	mt7622	open	edge	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v2	Ubiquiti UniFi U6 Long-Range v2	mt7622	open	lts	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v2-ubootmod	Ubiquiti UniFi U6 Long-Range v2 U-Boot mod	mt7622	open	edge	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v2-ubootmod	Ubiquiti UniFi U6 Long-Range v2 U-Boot mod	mt7622	open	lts	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v3	Ubiquiti UniFi U6 Long-Range v3	mt7622	open	edge	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v3	Ubiquiti UniFi U6 Long-Range v3	mt7622	open	lts	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v3-ubootmod	Ubiquiti UniFi U6 Long-Range v3 U-Boot mod	mt7622	open	edge	core
mtk	mediatek	mt7622	ubnt_unifi-6-lr-v3-ubootmod	Ubiquiti UniFi U6 Long-Range v3 U-Boot mod	mt7622	open	lts	core
mtk	mediatek	mt7622	xiaomi_redmi-router-ax6s	Xiaomi Redmi Router AX6S	mt7622	open	edge	core
mtk	mediatek	mt7622	xiaomi_redmi-router-ax6s	Xiaomi Redmi Router AX6S	mt7622	open	lts	core
mtk	mediatek	mt7623	bananapi_bpi-r2	Bananapi BPi-R2	mt7623	open	edge	core
mtk	mediatek	mt7623	bananapi_bpi-r2	Bananapi BPi-R2	mt7623	open	lts	core
mtk	mediatek	mt7623	unielec_u7623-02	UniElec U7623-02	mt7623	open	edge	core
mtk	mediatek	mt7623	unielec_u7623-02	UniElec U7623-02	mt7623	open	lts	core
mtk	mediatek	mt7623	unielec_u7623-02-emmc-512m-legacy	UniElec U7623-02 eMMC/512MiB RAM (legacy image)	mt7623	open	edge	core
mtk	mediatek	mt7623	unielec_u7623-02-emmc-512m-legacy	UniElec U7623-02 eMMC/512MiB RAM (legacy image)	mt7623	open	lts	core
mtk	mediatek	mt7629	iptime_a6004mx	ipTIME A6004MX	mt7629	open	edge	core
