platform	target	subtarget	device	name	soc	edition	channel	max_feature
mtk	mediatek	filogic	edgecore_eap111	Edgecore EAP111	mt7981	pro	lts	standard
mtk	mediatek	filogic	elecom_wrc-x3000gs3	ELECOM WRC-X3000GS3	mt7981	open	edge	standard
mtk	mediatek	filogic	elecom_wrc-x3000gs3	ELECOM WRC-X3000GS3	mt7981	open	lts	standard
mtk	mediatek	filogic	elecom_wrc-x3000gs3	ELECOM WRC-X3000GS3	mt7981	pro	edge	standard
mtk	mediatek	filogic	elecom_wrc-x3000gs3	ELECOM WRC-X3000GS3	mt7981	pro	lts	standard
mtk	mediatek	filogic	elecom_wrc-x6000gsd	ELECOM WRC-X6000GSD	mt7986	open	edge	standard
mtk	mediatek	filogic	elecom_wrc-x6000qs	ELECOM WRC-X6000QS	mt7986	open	edge	standard
mtk	mediatek	filogic	gatonetworks_gdsp	GatoNetworks gdsp	mt7981	open	edge	core
mtk	mediatek	filogic	gatonetworks_gdsp	GatoNetworks gdsp	mt7981	open	lts	core
mtk	mediatek	filogic	gatonetworks_gdsp	GatoNetworks gdsp	mt7981	pro	edge	core
mtk	mediatek	filogic	gatonetworks_gdsp	GatoNetworks gdsp	mt7981	pro	lts	core
mtk	mediatek	filogic	glinet_gl-mt2500	GL.iNet GL-MT2500 MaxLinear PHY	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500	GL.iNet GL-MT2500 MaxLinear PHY	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500	GL.iNet GL-MT2500 MaxLinear PHY	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500	GL.iNet GL-MT2500 MaxLinear PHY	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500-airoha	GL.iNet GL-MT2500 Airoha PHY	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500-airoha	GL.iNet GL-MT2500 Airoha PHY	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500-airoha	GL.iNet GL-MT2500 Airoha PHY	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt2500-airoha	GL.iNet GL-MT2500 Airoha PHY	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt3000	GL.iNet GL-MT3000	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt3000	GL.iNet GL-MT3000	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt3000	GL.iNet GL-MT3000	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt3000	GL.iNet GL-MT3000	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt3600be	GL.iNet GL-MT3600BE	mt7987	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt3600be	GL.iNet GL-MT3600BE	mt7987	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt6000	GL.iNet GL-MT6000	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt6000	GL.iNet GL-MT6000	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-mt6000	GL.iNet GL-MT6000	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-mt6000	GL.iNet GL-MT6000	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-x3000	GL.iNet GL-X3000	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-x3000	GL.iNet GL-X3000	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-x3000	GL.iNet GL-X3000	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-x3000	GL.iNet GL-X3000	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-xe3000	GL.iNet GL-XE3000	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-xe3000	GL.iNet GL-XE3000	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	glinet_gl-xe3000	GL.iNet GL-XE3000	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	glinet_gl-xe3000	GL.iNet GL-XE3000	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	globitel_bt-r320	Globitel BT-R320	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	h3c_magic-nx30-pro	H3C Magic NX30 Pro	mt7981	open	edge	standard
mtk	mediatek	filogic	h3c_magic-nx30-pro	H3C Magic NX30 Pro	mt7981	open	lts	standard
mtk	mediatek	filogic	h3c_magic-nx30-pro	H3C Magic NX30 Pro	mt7981	pro	edge	standard
mtk	mediatek	filogic	h3c_magic-nx30-pro	H3C Magic NX30 Pro	mt7981	pro	lts	standard
mtk	mediatek	filogic	huasifei_wh3000-emmc	Huasifei WH3000 eMMC	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-emmc	Huasifei WH3000 eMMC	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-emmc	Huasifei WH3000 eMMC	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-emmc	Huasifei WH3000 eMMC	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-emmc	Huasifei WH3000 Pro eMMC	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-emmc	Huasifei WH3000 Pro eMMC	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-emmc	Huasifei WH3000 Pro eMMC	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-emmc	Huasifei WH3000 Pro eMMC	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-nand	Huasifei WH3000 Pro NAND	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-nand	Huasifei WH3000 Pro NAND	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-nand	Huasifei WH3000 Pro NAND	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000-pro-nand	Huasifei WH3000 Pro NAND	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000r-nand	Huasifei WH3000R NAND	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000r-nand	Huasifei WH3000R NAND	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	huasifei_wh3000r-nand	Huasifei WH3000R NAND	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	huasifei_wh3000r-nand	Huasifei WH3000R NAND	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	imou_hx21	Imou HX21	mt7981	open	edge	standard
mtk	mediatek	filogic	imou_hx21	Imou HX21	mt7981	open	lts	standard
mtk	mediatek	filogic	imou_hx21	Imou HX21	mt7981	pro	edge	standard
mtk	mediatek	filogic	imou_hx21	Imou HX21	mt7981	pro	lts	standard
mtk	mediatek	filogic	iptime_ax3000m	ipTIME AX3000M	mt7981	open	edge	core
mtk	mediatek	filogic	iptime_ax3000m	ipTIME AX3000M	mt7981	open	lts	core
mtk	mediatek	filogic	iptime_ax3000m	ipTIME AX3000M	mt7981	pro	edge	core
mtk	mediatek	filogic	iptime_ax3000m	ipTIME AX3000M	mt7981	pro	lts	core
mtk	mediatek	filogic	iptime_ax3000q	ipTIME AX3000Q	mt7981	open	edge	core
mtk	mediatek	filogic	iptime_ax3000q	ipTIME AX3000Q	mt7981	open	lts	core
mtk	mediatek	filogic	iptime_ax3000q	ipTIME AX3000Q	mt7981	pro	edge	core
mtk	mediatek	filogic	iptime_ax3000q	ipTIME AX3000Q	mt7981	pro	lts	core
mtk	mediatek	filogic	iptime_ax3000se	ipTIME AX3000SE	mt7981	open	edge	core
mtk	mediatek	filogic	iptime_ax3000se	ipTIME AX3000SE	mt7981	open	lts	core
mtk	mediatek	filogic	iptime_ax3000se	ipTIME AX3000SE	mt7981	pro	edge	core
mtk	mediatek	filogic	iptime_ax3000se	ipTIME AX3000SE	mt7981	pro	lts	core
mtk	mediatek	filogic	iptime_ax3000sm	ipTIME AX3000SM	mt7981	open	edge	core
mtk	mediatek	filogic	iptime_ax3000sm	ipTIME AX3000SM	mt7981	open	lts	core
mtk	mediatek	filogic	iptime_ax3000sm	ipTIME AX3000SM	mt7981	pro	edge	core
mtk	mediatek	filogic	iptime_ax3000sm	ipTIME AX3000SM	mt7981	pro	lts	core
mtk	mediatek	filogic	iptime_ax7800m-6e	ipTIME AX7800M-6E	mt7986	open	edge	core
mtk	mediatek	filogic	iptime_ax7800m-6e	ipTIME AX7800M-6E	mt7986	open	lts	core
mtk	mediatek	filogic	iptime_ax7800m-6e	ipTIME AX7800M-6E	mt7986	pro	edge	core
mtk	mediatek	filogic	iptime_ax7800m-6e	ipTIME AX7800M-6E	mt7986	pro	lts	core
mtk	mediatek	filogic	jcg_q30-pro	JCG Q30 PRO	mt7981	open	edge	standard
mtk	mediatek	filogic	jcg_q30-pro	JCG Q30 PRO	mt7981	open	lts	standard
mtk	mediatek	filogic	jcg_q30-pro	JCG Q30 PRO	mt7981	pro	edge	standard
mtk	mediatek	filogic	jcg_q30-pro	JCG Q30 PRO	mt7981	pro	lts	standard
mtk	mediatek	filogic	jdcloud_re-cp-03	JDCloud RE-CP-03	mt7986	open	edge	standard
mtk	mediatek	filogic	jdcloud_re-cp-03	JDCloud RE-CP-03	mt7986	open	lts	standard
mtk	mediatek	filogic	jdcloud_re-cp-03	JDCloud RE-CP-03	mt7986	pro	edge	standard
mtk	mediatek	filogic	jdcloud_re-cp-03	JDCloud RE-CP-03	mt7986	pro	lts	standard
mtk	mediatek	filogic	jiorouter_ax6000-jidu6101	JioRouter AX6000 JIDU6101	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	jiorouter_ax6000-jidu6101	JioRouter AX6000 JIDU6101	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	jiorouter_ax6000-jidu6101	JioRouter AX6000 JIDU6101	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	jiorouter_ax6000-jidu6101	JioRouter AX6000 JIDU6101	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	kebidumei_ax3000-u22	Kebidumei AX3000-U22	mt7981	open	edge	core
mtk	mediatek	filogic	kebidumei_ax3000-u22	Kebidumei AX3000-U22	mt7981	open	lts	core
mtk	mediatek	filogic	kebidumei_ax3000-u22	Kebidumei AX3000-U22	mt7981	pro	edge	core
mtk	mediatek	filogic	kebidumei_ax3000-u22	Kebidumei AX3000-U22	mt7981	pro	lts	core
mtk	mediatek	filogic	keenetic_kap-630	Keenetic KAP-630	mt7981	open	edge	standard
mtk	mediatek	filogic	keenetic_kap-630	Keenetic KAP-630	mt7981	open	lts	standard
mtk	mediatek	filogic	keenetic_kap-630	Keenetic KAP-630	mt7981	pro	edge	standard
mtk	mediatek	filogic	keenetic_kap-630	Keenetic KAP-630	mt7981	pro	lts	standard
mtk	mediatek	filogic	keenetic_kn-1812	Keenetic KN-1812	mt7988	open	edge	standard-usb
mtk	mediatek	filogic	keenetic_kn-1812	Keenetic KN-1812	mt7988	open	lts	standard-usb
mtk	mediatek	filogic	keenetic_kn-3711	Keenetic KN-3711	mt7981	open	edge	standard
mtk	mediatek	filogic	keenetic_kn-3711	Keenetic KN-3711	mt7981	open	lts	standard
mtk	mediatek	filogic	keenetic_kn-3711	Keenetic KN-3711	mt7981	pro	edge	standard
mtk	mediatek	filogic	keenetic_kn-3711	Keenetic KN-3711	mt7981	pro	lts	standard
mtk	mediatek	filogic	keenetic_kn-3811	Keenetic KN-3811	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	keenetic_kn-3811	Keenetic KN-3811	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	keenetic_kn-3811	Keenetic KN-3811	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	keenetic_kn-3811	Keenetic KN-3811	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	keenetic_kn-3911	Keenetic KN-3911	mt7981	open	edge	standard
mtk	mediatek	filogic	keenetic_kn-3911	Keenetic KN-3911	mt7981	open	lts	standard
mtk	mediatek	filogic	keenetic_kn-3911	Keenetic KN-3911	mt7981	pro	edge	standard
mtk	mediatek	filogic	keenetic_kn-3911	Keenetic KN-3911	mt7981	pro	lts	standard
mtk	mediatek	filogic	konka_komi-a31	Konka KOMI A31	mt7981	open	edge	standard
mtk	mediatek	filogic	konka_komi-a31	Konka KOMI A31	mt7981	open	lts	standard
mtk	mediatek	filogic	konka_komi-a31	Konka KOMI A31	mt7981	pro	edge	standard
mtk	mediatek	filogic	konka_komi-a31	Konka KOMI A31	mt7981	pro	lts	standard
mtk	mediatek	filogic	livinet_li320	Livinet Li320	mt7981	open	edge	standard
mtk	mediatek	filogic	livinet_li320	Livinet Li320	mt7981	open	lts	standard
mtk	mediatek	filogic	livinet_li320	Livinet Li320	mt7981	pro	edge	standard
mtk	mediatek	filogic	livinet_li320	Livinet Li320	mt7981	pro	lts	standard
mtk	mediatek	filogic	livinet_zr-3020	Livinet ZR-3020	mt7981	open	edge	standard
mtk	mediatek	filogic	livinet_zr-3020	Livinet ZR-3020	mt7981	open	lts	standard
mtk	mediatek	filogic	livinet_zr-3020	Livinet ZR-3020	mt7981	pro	edge	standard
mtk	mediatek	filogic	livinet_zr-3020	Livinet ZR-3020	mt7981	pro	lts	standard
mtk	mediatek	filogic	livinet_zr-3020-ubootmod	Livinet ZR-3020	mt7981	open	edge	standard
mtk	mediatek	filogic	livinet_zr-3020-ubootmod	Livinet ZR-3020	mt7981	open	lts	standard
mtk	mediatek	filogic	livinet_zr-3020-ubootmod	Livinet ZR-3020	mt7981	pro	edge	standard
mtk	mediatek	filogic	livinet_zr-3020-ubootmod	Livinet ZR-3020	mt7981	pro	lts	standard
mtk	mediatek	filogic	mediatek_mt7981-rfb	MediaTek MT7981 rfb	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	mediatek_mt7981-rfb	MediaTek MT7981 rfb	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	mediatek_mt7981-rfb	MediaTek MT7981 rfb	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	mediatek_mt7981-rfb	MediaTek MT7981 rfb	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	mediatek_mt7986a-rfb-nand	MediaTek MT7986 rfba AP (NAND)	mt7986	open	edge	standard
mtk	mediatek	filogic	mediatek_mt7986a-rfb-nand	MediaTek MT7986 rfba AP (NAND)	mt7986	open	lts	standard
mtk	mediatek	filogic	mediatek_mt7986a-rfb-nand	MediaTek MT7986 rfba AP (NAND)	mt7986	pro	edge	standard
mtk	mediatek	filogic	mediatek_mt7986a-rfb-nand	MediaTek MT7986 rfba AP (NAND)	mt7986	pro	lts	standard
mtk	mediatek	filogic	mediatek_mt7986b-rfb	MediaTek MTK7986 rfbb AP	mt7986	open	edge	standard
mtk	mediatek	filogic	mediatek_mt7986b-rfb	MediaTek MTK7986 rfbb AP	mt7986	open	lts	standard
mtk	mediatek	filogic	mediatek_mt7986b-rfb	MediaTek MTK7986 rfbb AP	mt7986	pro	edge	standard
mtk	mediatek	filogic	mediatek_mt7986b-rfb	MediaTek MTK7986 rfbb AP	mt7986	pro	lts	standard
mtk	mediatek	filogic	mediatek_mt7987a-rfb	MediaTek MT7987A rfb	mt7987	open	edge	standard
mtk	mediatek	filogic	mediatek_mt7987a-rfb	MediaTek MT7987A rfb	mt7987	open	lts	standard
mtk	mediatek	filogic	mediatek_mt7988a-rfb	MediaTek MT7988A rfb	mt7988	open	edge	standard
mtk	mediatek	filogic	mediatek_mt7988a-rfb	MediaTek MT7988A rfb	mt7988	open	lts	standard
mtk	mediatek	filogic	mercusys_mr80x-v3	MERCUSYS MR80X v3	mt7981	open	edge	standard
mtk	mediatek	filogic	mercusys_mr80x-v3	MERCUSYS MR80X v3	mt7981	open	lts	standard
mtk	mediatek	filogic	mercusys_mr80x-v3	MERCUSYS MR80X v3	mt7981	pro	edge	standard
mtk	mediatek	filogic	mercusys_mr80x-v3	MERCUSYS MR80X v3	mt7981	pro	lts	standard
mtk	mediatek	filogic	mercusys_mr85x	MERCUSYS MR85X	mt7981	open	edge	standard
mtk	mediatek	filogic	mercusys_mr85x	MERCUSYS MR85X	mt7981	open	lts	standard
mtk	mediatek	filogic	mercusys_mr85x	MERCUSYS MR85X	mt7981	pro	edge	standard
mtk	mediatek	filogic	mercusys_mr85x	MERCUSYS MR85X	mt7981	pro	lts	standard
mtk	mediatek	filogic	mercusys_mr90x-v1	MERCUSYS MR90X v1	mt7986	open	edge	core
mtk	mediatek	filogic	mercusys_mr90x-v1	MERCUSYS MR90X v1	mt7986	open	lts	core
mtk	mediatek	filogic	mercusys_mr90x-v1	MERCUSYS MR90X v1	mt7986	pro	edge	core
mtk	mediatek	filogic	mercusys_mr90x-v1	MERCUSYS MR90X v1	mt7986	pro	lts	core
mtk	mediatek	filogic	mercusys_mr90x-v1-ubi	MERCUSYS MR90X v1 (UBI)	mt7986	open	edge	standard
mtk	mediatek	filogic	mercusys_mr90x-v1-ubi	MERCUSYS MR90X v1 (UBI)	mt7986	open	lts	standard
mtk	mediatek	filogic	mercusys_mr90x-v1-ubi	MERCUSYS MR90X v1 (UBI)	mt7986	pro	edge	standard
mtk	mediatek	filogic	mercusys_mr90x-v1-ubi	MERCUSYS MR90X v1 (UBI)	mt7986	pro	lts	standard
mtk	mediatek	filogic	netcore_n60	Netcore N60	mt7986	open	edge	standard
mtk	mediatek	filogic	netcore_n60	Netcore N60	mt7986	open	lts	standard
mtk	mediatek	filogic	netcore_n60	Netcore N60	mt7986	pro	edge	standard
mtk	mediatek	filogic	netcore_n60	Netcore N60	mt7986	pro	lts	standard
mtk	mediatek	filogic	netcore_n60-pro	Netcore N60 Pro	mt7986	open	edge	standard-usb
mtk	mediatek	filogic	netcore_n60-pro	Netcore N60 Pro	mt7986	open	lts	standard-usb
mtk	mediatek	filogic	netcore_n60-pro	Netcore N60 Pro	mt7986	pro	edge	standard-usb
mtk	mediatek	filogic	netcore_n60-pro	Netcore N60 Pro	mt7986	pro	lts	standard-usb
mtk	mediatek	filogic	netcraze_nap-630	Netcraze NAP-630	mt7981	open	edge	standard
mtk	mediatek	filogic	netcraze_nap-630	Netcraze NAP-630	mt7981	open	lts	standard
mtk	mediatek	filogic	netcraze_nap-630	Netcraze NAP-630	mt7981	pro	edge	standard
mtk	mediatek	filogic	netcraze_nap-630	Netcraze NAP-630	mt7981	pro	lts	standard
mtk	mediatek	filogic	netcraze_nc-1812	Netcraze NC-1812	mt7988	open	edge	standard-usb
mtk	mediatek	filogic	netcraze_nc-1812	Netcraze NC-1812	mt7988	open	lts	standard-usb
mtk	mediatek	filogic	netgear_eax17	NETGEAR EAX17	mt7981	open	edge	standard
mtk	mediatek	filogic	netgear_eax17	NETGEAR EAX17	mt7981	open	lts	standard
mtk	mediatek	filogic	netgear_eax17	NETGEAR EAX17	mt7981	pro	edge	standard
mtk	mediatek	filogic	netgear_eax17	NETGEAR EAX17	mt7981	pro	lts	standard
mtk	mediatek	filogic	netgear_wax220	NETGEAR WAX220	mt7986	open	edge	core
mtk	mediatek	filogic	netgear_wax220	NETGEAR WAX220	mt7986	open	lts	core
mtk	mediatek	filogic	netgear_wax220	NETGEAR WAX220	mt7986	pro	edge	core
mtk	mediatek	filogic	netgear_wax220	NETGEAR WAX220	mt7986	pro	lts	core
mtk	mediatek	filogic	netis_eap930-v1	netis EAP930 V1	mt7981	open	edge	standard
mtk	mediatek	filogic	netis_eap930-v1	netis EAP930 V1	mt7981	open	lts	standard
mtk	mediatek	filogic	netis_eap930-v1	netis EAP930 V1	mt7981	pro	edge	standard
mtk	mediatek	filogic	netis_eap930-v1	netis EAP930 V1	mt7981	pro	lts	standard
mtk	mediatek	filogic	netis_nx30v2	netis NX30 V2	mt7981	open	edge	standard
mtk	mediatek	filogic	netis_nx30v2	netis NX30 V2	mt7981	open	lts	standard
mtk	mediatek	filogic	netis_nx30v2	netis NX30 V2	mt7981	pro	edge	standard
mtk	mediatek	filogic	netis_nx30v2	netis NX30 V2	mt7981	pro	lts	standard
mtk	mediatek	filogic	netis_nx31	netis NX31	mt7981	open	edge	standard
mtk	mediatek	filogic	netis_nx31	netis NX31	mt7981	open	lts	standard
mtk	mediatek	filogic	netis_nx31	netis NX31	mt7981	pro	edge	standard
mtk	mediatek	filogic	netis_nx31	netis NX31	mt7981	pro	lts	standard
mtk	mediatek	filogic	netis_nx32u	netis NX32U	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	netis_nx32u	netis NX32U	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	netis_nx32u	netis NX32U	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	netis_nx32u	netis NX32U	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	nokia_ea0326gmp	Nokia EA0326GMP	mt7981	open	edge	standard
mtk	mediatek	filogic	nokia_ea0326gmp	Nokia EA0326GMP	mt7981	open	lts	standard
mtk	mediatek	filogic	nokia_ea0326gmp	Nokia EA0326GMP	mt7981	pro	edge	standard
mtk	mediatek	filogic	nokia_ea0326gmp	Nokia EA0326GMP	mt7981	pro	lts	standard
mtk	mediatek	filogic	nradio_c8-668gl	NRadio C8-668GL	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	nradio_c8-668gl	NRadio C8-668GL	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	nradio_c8-668gl	NRadio C8-668GL	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	nradio_c8-668gl	NRadio C8-668GL	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	openembed_som7981	OpenEmbed SOM7981	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	openembed_som7981	OpenEmbed SOM7981	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	openembed_som7981	OpenEmbed SOM7981	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	openembed_som7981	OpenEmbed SOM7981	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	openfi_6c	OpenFi 6C	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	openfi_6c	OpenFi 6C	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	openfi_6c	OpenFi 6C	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	openfi_6c	OpenFi 6C	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	openwrt_one	OpenWrt One	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	openwrt_one	OpenWrt One	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	openwrt_one	OpenWrt One	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	openwrt_one	OpenWrt One	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	qihoo_360t7	Qihoo 360T7	mt7981	open	edge	standard
mtk	mediatek	filogic	qihoo_360t7	Qihoo 360T7	mt7981	open	lts	standard
mtk	mediatek	filogic	qihoo_360t7	Qihoo 360T7	mt7981	pro	edge	standard
mtk	mediatek	filogic	qihoo_360t7	Qihoo 360T7	mt7981	pro	lts	standard
mtk	mediatek	filogic	qihoo_360t7-ubi	Qihoo 360T7 (UBI)	mt7981	open	edge	standard
mtk	mediatek	filogic	qihoo_360t7-ubi	Qihoo 360T7 (UBI)	mt7981	open	lts	standard
mtk	mediatek	filogic	qihoo_360t7-ubi	Qihoo 360T7 (UBI)	mt7981	pro	edge	standard
mtk	mediatek	filogic	qihoo_360t7-ubi	Qihoo 360T7 (UBI)	mt7981	pro	lts	standard
mtk	mediatek	filogic	routerich_ax3000	Routerich AX3000	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	routerich_ax3000	Routerich AX3000	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	routerich_ax3000	Routerich AX3000	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	routerich_ax3000	Routerich AX3000	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	routerich_ax3000-ubootmod	Routerich AX3000 (OpenWrt U-Boot layout)	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	routerich_ax3000-ubootmod	Routerich AX3000 (OpenWrt U-Boot layout)	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	routerich_ax3000-ubootmod	Routerich AX3000 (OpenWrt U-Boot layout)	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	routerich_ax3000-ubootmod	Routerich AX3000 (OpenWrt U-Boot layout)	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	routerich_ax3000-v1	Routerich AX3000 v1	mt7981	open	edge	standard-usb
mtk	mediatek	filogic	routerich_ax3000-v1	Routerich AX3000 v1	mt7981	open	lts	standard-usb
mtk	mediatek	filogic	routerich_ax3000-v1	Routerich AX3000 v1	mt7981	pro	edge	standard-usb
mtk	mediatek	filogic	routerich_ax3000-v1	Routerich AX3000 v1	mt7981	pro	lts	standard-usb
mtk	mediatek	filogic	routerich_be7200	Routerich BE7200	mt7987	open	edge	standard-usb
mtk	mediatek	filogic	routerich_be7200	Routerich BE7200	mt7987	open	lts	standard-usb
mtk	mediatek	filogic	ruijie_rg-x60	Ruijie RG-X60	mt7986	open	edge	standard
mtk	mediatek	filogic	ruijie_rg-x60	Ruijie RG-X60	mt7986	open	lts	standard
mtk	mediatek	filogic	ruijie_rg-x60	Ruijie RG-X60	mt7986	pro	edge	standard
mtk	mediatek	filogic	ruijie_rg-x60	Ruijie RG-X60	mt7986	pro	lts	standard
mtk	mediatek	filogic	ruijie_rg-x60-pro	Ruijie RG-X60 Pro	mt7986	open	edge	standard
mtk	mediatek	filogic	ruijie_rg-x60-pro	Ruijie RG-X60 Pro	mt7986	open	lts	standard
mtk	mediatek	filogic	ruijie_rg-x60-pro	Ruijie RG-X60 Pro	mt7986	pro	edge	standard
mtk	mediatek	filogic	ruijie_rg-x60-pro	Ruijie RG-X60 Pro	mt7986	pro	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8612	Adtran SDG-8612	mt7986	open	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8612	Adtran SDG-8612	mt7986	open	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8612	Adtran SDG-8612	mt7986	pro	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8612	Adtran SDG-8612	mt7986	pro	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8614	Adtran SDG-8614	mt7986	open	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8614	Adtran SDG-8614	mt7986	open	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8614	Adtran SDG-8614	mt7986	pro	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8614	Adtran SDG-8614	mt7986	pro	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8622	Adtran SDG-8622	mt7986	open	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8622	Adtran SDG-8622	mt7986	open	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8622	Adtran SDG-8622	mt7986	pro	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8622	Adtran SDG-8622	mt7986	pro	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8632	Adtran SDG-8632	mt7986	open	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8632	Adtran SDG-8632	mt7986	open	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8632	Adtran SDG-8632	mt7986	pro	edge	standard
mtk	mediatek	filogic	smartrg_sdg-8632	Adtran SDG-8632	mt7986	pro	lts	standard
mtk	mediatek	filogic	smartrg_sdg-8733	Adtran SDG-8733	mt7988	open	edge	standard-usb
